club,status,county,platform,sheets,postcode,reason,evidence_url
Stowmarket Golf & Archery Centre,unresolved,suffolk,unknown,0,,homepage loaded (https://www.stowmarketgolfcentre.co.uk/) but no platform signal found on it or 2 booking-ish ,
The Suffolk Golf & Spa Hotel,unresolved,suffolk,dead_link,0,,no working website found,
Beaverbrook Golf Club,unresolved,surrey,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Betchworth Park Golf Club,unresolved,surrey,blocked,0,,site refused or failed to load,
Coombe Hill Golf Club,unresolved,surrey,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Dulwich and Sydenham Hill Golf Club,unresolved,surrey,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Effingham Golf Club,unresolved,surrey,unknown,0,,homepage loaded (https://www.effinghamgolfclub.com/) but no platform signal found on it or 3 booking-ish link(,
Effingham Park Golf Course,unresolved,surrey,unknown,0,,homepage loaded (https://www.effinghamgolfclub.com/) but no platform signal found on it or 3 booking-ish link(,
Farleigh Golf Club,unresolved,surrey,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Farnham Golf Club,unresolved,surrey,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Farnham Park Golf Course,unresolved,surrey,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Foxhills,unresolved,surrey,unknown,0,,homepage loaded (https://www.foxhills.co.uk/) but no platform signal found on it or 8 booking-ish link(s),
Halford Hewitt Golf Course,unresolved,surrey,no_site,0,,no working website found,
Hankley Common Golf Club,unresolved,surrey,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,https://hankleycommon.intelligentgolf.co.uk/visitorbooking/
Hersham Golf Club,unresolved,surrey,unknown,0,,homepage loaded (https://hershamgolfclub.com/) but no platform signal found on it or 2 booking-ish link(s),
Horne Park Golf Academy,unresolved,surrey,error,0,,site refused or failed to load,
Horton Park Golf Club,unresolved,surrey,error,0,,site refused or failed to load,
Main Course,unresolved,surrey,no_site,0,,no working website found,
Merrist Wood Golf Club,unresolved,surrey,no_site,0,,no working website found,
New Course,unresolved,surrey,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
New Zealand Golf Club,unresolved,surrey,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Pachesham Golf Course,unresolved,surrey,unknown,0,,homepage loaded (https://www.pacheshamgolf.co.uk/) but no platform signal found on it or 5 booking-ish link(s),
Queenwood Golf Course,unresolved,surrey,unknown,0,,homepage loaded (https://www.queenwood.co.uk/) but no platform signal found on it or 0 booking-ish link(s),
Sandown Park - Colt Course,unresolved,surrey,unknown,0,,homepage loaded (https://www.sandownparkgolf.com/) but no platform signal found on it or 5 booking-ish link(s),
Sandown Park - Eclipse Course,unresolved,surrey,unknown,0,,homepage loaded (https://www.sandownparkgolf.com/) but no platform signal found on it or 5 booking-ish link(s),
Sandown Park - Masters,unresolved,surrey,unknown,0,,homepage loaded (https://www.sandownparkgolf.com/) but no platform signal found on it or 5 booking-ish link(s),
Shey Copse,unresolved,surrey,no_site,0,,no working website found,
St George's Hill Golf Club,unresolved,surrey,blocked,0,,site refused or failed to load,
The Addington Golf Club,unresolved,surrey,esp,0,,esp seen but no confirmed public visitor sheet — worth another look,https://www.e-s-p.com/elitelive/book_date.php
The Church,unresolved,surrey,no_site,0,,no working website found,
The Garden,unresolved,surrey,no_site,0,,no working website found,
The Mill,unresolved,surrey,no_site,0,,no working website found,
The Wisley,unresolved,surrey,unknown,0,,homepage loaded (https://www.thewisley.com/) but no platform signal found on it or 0 booking-ish link(s),
TopGolf Surrey,unresolved,surrey,no_site,0,,no working website found,
Walton Heath Golf Course,unresolved,surrey,unknown,0,,homepage loaded (https://www.waltonheath.com/) but no platform signal found on it or 4 booking-ish link(s),
Wentworth Club,unresolved,surrey,unknown,0,,homepage loaded (https://www.wentworthclub.com/) but no platform signal found on it or 0 booking-ish link(s),
Windlesham Golf Club,unresolved,surrey,unknown,0,,homepage loaded (https://www.windleshamgolf.com/) but no platform signal found on it or 8 booking-ish link(s),
Wisley practice facility,unresolved,surrey,unknown,0,,homepage loaded (https://www.thewisley.com/) but no platform signal found on it or 0 booking-ish link(s),
Woking Golf Club,unresolved,surrey,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Worplesdon Golf Club,unresolved,surrey,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Birtley Golf Club,unresolved,tyneandwear,error,0,,site refused or failed to load,
City of Newcastle Golf Club,unresolved,tyneandwear,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
George Washington Hotel Golf and Spa,unresolved,tyneandwear,unknown,0,,homepage loaded (https://georgewashington.co.uk/contact/) but no platform signal found on it or 1 booking-ish ,
High Gosforth Park Golf Club,unresolved,tyneandwear,esp,0,,esp seen but no confirmed public visitor sheet — worth another look,
Houghton-le-Spring Golf Club,unresolved,tyneandwear,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,http://www.brsgolf.com/houghtonlespring/visitor_menu.php
Newcastle United Golf Club,unresolved,tyneandwear,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,https://www.brsgolf.com/newcastleunited/visitor_home.php?framed=true
Ravensworth Golf Club,unresolved,tyneandwear,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Ryton Golf Club,unresolved,tyneandwear,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
South Shields Golf Club,unresolved,tyneandwear,error,0,,site refused or failed to load,
Tynemouth Golf Club,unresolved,tyneandwear,error,0,,site refused or failed to load,
Tyneside Golf Club,unresolved,tyneandwear,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Wallsend Golf Course Centurion Park,unresolved,tyneandwear,unknown,0,,site reachable (https://centurionpark.com/) but no visitor booking found on it or 0 sub-page(s),
Wearside Golf Club,unresolved,tyneandwear,unknown,0,,homepage loaded (https://www.wearsidegolfclub.co.uk/) but no platform signal found on it or 1 booking-ish link,
Whitburn Golf Club,unresolved,tyneandwear,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Ansty Golf Centre,unresolved,warwickshire,no_site,0,,no working website found,
"Ardencote Manor Hotel, Country Club & Spa",unresolved,warwickshire,unknown,0,,homepage loaded (https://hiddenwell.com/welcome) but no platform signal found on it or 0 booking-ish link(s),
Atherstone Golf Club,unresolved,warwickshire,no_site,0,,no working website found,
Bidford Grange Golf Course,unresolved,warwickshire,no_site,0,,no working website found,
Bramcote Waters Golf Course,unresolved,warwickshire,unknown,0,,homepage loaded (https://bramcotewatersgolfclub.co.uk/) but no platform signal found on it or 3 booking-ish li,
Brandon Wood Golf Club,unresolved,warwickshire,no_site,0,,no working website found,
Coventry Golf Club,unresolved,warwickshire,no_site,0,,no working website found,
Feldon Valley Golf Club,unresolved,warwickshire,error,0,,site refused or failed to load,
Forest of Arden Country Club,unresolved,warwickshire,unknown,0,,site reachable (https://www.marriott.com/en-gb/default.mi) but no visitor booking found on it or 1 sub-page(s),
Golf Range,unresolved,warwickshire,no_site,0,,no working website found,
Ingon Manor Golf & Country Club,unresolved,warwickshire,unknown,0,,site reachable (https://www.ingonmanor.co.uk/) but no visitor booking found on it or 0 sub-page(s),
Ladbrook Park Golf Club,unresolved,warwickshire,unknown,0,,homepage loaded (https://www.ladbrookparkgolf.co.uk/) but no platform signal found on it or 4 booking-ish link,
Leam Valley Golf Centre,unresolved,warwickshire,no_site,0,,no working website found,
Leamington and County Golf Club,unresolved,warwickshire,no_site,0,,no working website found,
Maxstoke Park Golf Course,unresolved,warwickshire,no_site,0,,no working website found,
Nuneaton Golf Club,unresolved,warwickshire,no_site,0,,no working website found,
Purley Chase Golf Course,unresolved,warwickshire,no_site,0,,no working website found,
Rugby Golf Club,unresolved,warwickshire,no_site,0,,no working website found,
Stratford Oaks Golf Course,unresolved,warwickshire,no_site,0,,no working website found,
Stratford on Avon Golf Club,unresolved,warwickshire,no_site,0,,no working website found,
The Belfry,unresolved,warwickshire,unknown,0,,homepage loaded (https://www.thebelfry.com/) but no platform signal found on it or 9 booking-ish link(s),
The Welcombe Golf Club,unresolved,warwickshire,no_site,0,,no working website found,
Unique Indoor Golf,unresolved,warwickshire,unknown,0,,homepage loaded (https://uniqueindoorgolf.co.uk/) but no platform signal found on it or 4 booking-ish link(s),
Warwick Golf Centre,unresolved,warwickshire,no_site,0,,no working website found,
Warwickshire Golf and Country Club,unresolved,warwickshire,no_site,0,,no working website found,
18-hole pitch and putt course,unresolved,westmidlands,no_site,0,,no working website found,
Allesley Park Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Bloxwich Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Boldmere Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Cocks Moors Woods golf course (Birmingham City Council),unresolved,westmidlands,no_site,0,,no working website found,
Copsewood Grange Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Dartmouth Golf Club,unresolved,westmidlands,no_site,0,,no working website found,
Edgbaston Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Four Ashes Golf Centre,unresolved,westmidlands,unknown,0,,homepage loaded (https://fourashesgolfcentre.co.uk/) but no platform signal found on it or 2 booking-ish link(,
Golfbug Wast Hills,unresolved,westmidlands,no_site,0,,no working website found,
Harborne Church Farm 9 Hole Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Harborne Golf Club,unresolved,westmidlands,no_site,0,,no working website found,
Hearsall Golf Club,unresolved,westmidlands,no_site,0,,no working website found,
Hollywood Golf Club,unresolved,westmidlands,error,0,,site refused or failed to load,
John Reay Golf Centre,unresolved,westmidlands,unknown,0,,homepage loaded (https://www.johnreaygolf.com/) but no platform signal found on it or 0 booking-ish link(s),
Moor Hall Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Moseley Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
North Warwickshire Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Olton Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Oxley Park Golf Club,unresolved,westmidlands,no_site,0,,no working website found,
Pype Hayes Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Robin Hood Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Rowley Regis Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Sandwell Park Golf Club,unresolved,westmidlands,no_site,0,,no working website found,
Sutton Coldfield Golf Club,unresolved,westmidlands,no_site,0,,no working website found,
Tidbury Green Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Walmley Golf Club,unresolved,westmidlands,no_site,0,,no working website found,
War Memorial Park 'FootGolf' Course,unresolved,westmidlands,no_site,0,,no working website found,
Warley Woods Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Widney Manor Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Windmill Village Golf Course,unresolved,westmidlands,no_site,0,,no working website found,
Wishaw Golf Club,unresolved,westmidlands,no_site,0,,no working website found,
Baildon Golf Club,unresolved,westyorkshire,no_site,0,,no working website found,
Barnsley Golf Club,unresolved,westyorkshire,unknown,0,,site reachable (https://barnsleygolfclub.co.uk/) but no visitor booking found on it or 5 sub-page(s),
Brandon Golf Course,unresolved,westyorkshire,unknown,0,,homepage loaded (https://brandonandthevillagegolfcourses.co.uk/) but no platform signal found on it or 1 booki,
Calverley Golf & Country Club,unresolved,westyorkshire,error,0,,site refused or failed to load,
Castlefields Golf Club,unresolved,westyorkshire,no_site,0,,no working website found,
City Golf Leeds,unresolved,westyorkshire,unknown,0,,homepage loaded (https://www.citygolfleeds.co.uk/) but no platform signal found on it or 1 booking-ish link(s),
